IMDB Rating	IMDB Votes	Production Budget	Release Date	Rotten Tomatoes Rating	Running Time (min)	US DVD Sales	US Gross	Worldwide Gross
8.1	25385	2000000	25-Sep-61	97	0	0	7600000	7600000
3.4	93	2500000	29-May-63	79	0	0	10000000	10000000
5.3	21920	65000000	24-May-91	20	0	0	17218916	17218916
6.5	4649	44000000	19-Nov-80	0	0	0	3484331	3484331
5.6	580	650000	19-Jun-98	0	0	0	2301777	2301777
5.4	32159	658000	10-Apr-53	94	0	0	23800000	23800000
6.4	1153	15000000	10-Oct-66	0	0	0	34562222	34562222
4.1	16051	30000000	1-Aug-86	16	0	0	16295774	16295774
6.5	7025	3400000	23-Dec-77	73	0	0	31063038	31063038
2.2	380	200000	10-May-02	0	0	0	162605	162605
8.7	101499	3180000	1946	94	0	19339789	6600000	6600000
5.1	3600	9000000	16-Mar-84	11	0	0	13075390	13075390
6.5	149493	75000000	2-Jul-96	61	145	0	306169255	817400878
4.1	13770	40000000	23-Aug-96	23	95	0	27682712	27682712
7.8	854	775000	8-Sep-06	100	0	0	0	0
3.5	337	1000000	21-Apr-06	0	0	0	884	884
5.7	4836	45000000	14-Jul-95	68	0	0	35627222	35627222
5.6	298	68000	20-Feb-98	0	0	0	33598	33598
6.1	1100	10000000	6-Aug-99	0	0	0	836641	836641
8.1	10562	3500000	1967	88	0	0	13000000	13000000
7.2	7601	25000	1-Aug-97	89	0	0	2883661	2883661
5.7	542	8000000	22-Apr-94	29	0	0	8864699	8864699
5	1933	12000000	6-Jun-86	27	0	0	4884663	4984663
6.1	66	3400000	23-Apr-04	0	0	0	493905	493905
0	0	385907	5-Sep-16	96	0	0	0	0
6.9	82601	22000000	13-Jun-80	0	138	0	15716828	15716828
5.1	397	55000000	20-Sep-02	0	0	0	79161	1807990
8.1	22429	2000000	2-Aug-67	96	0	0	24379978	24379978
5.3	17267	45000000	9-Aug-96	17	113	0	58617334	58617334
4.8	5279	50000000	13-Oct-95	16	0	0	9812870	9812870
4.9	22928	60000000	22-Nov-96	16	89	0	60592389	129832389
7.3	36019	1000000	8-May-63	0	0	0	16067035	59567035
5.8	5564	27000000	25-Dec-94	0	0	0	44342956	44342956
4.9	30736	85000000	30-Jun-95	15	0	0	34687912	113487912
3.9	1481	4000000	3-Feb-95	10	0	0	7555256	7555256
5.6	1464	14000000	31-Mar-95	36	0	0	2461628	2461628
8	59684	40000000	20-Dec-91	83	0	0	70405498	205400000
7.2	586	1300000	23-Mar-07	92	0	0	635305	635305
5.5	486	5000000	27-Aug-82	0	0	0	3707583	3707583
6.4	54973	65000000	15-Dec-95	48	0	0	100458310	262758310
5.3	6482	44000000	2-Feb-96	16	120	0	22730924	22730924
7.9	6777	2000000	11-Jun-10	0	0	0	7294	7294
7.9	151365	63000000	10-Jun-93	87	0	0	357067947	923067947
5.8	1587	500000	1991	0	0	0	55000	55000
8.3	138017	12000000	20-Jun-75	100	0	0	260000000	470700000
5.6	18793	20000000	16-Jun-78	56	0	0	102922376	208900376
2.6	15632	23000000	17-Jul-87	0	0	0	15728335	15728335
5.6	4128	10750000	11-Aug-06	67	0	0	3275443	32575443
5.5	11692	1500000	8-Sep-89	0	0	0	14533681	14533681
6.7	26122	1500000	21-Jul-95	50	90	0	7412216	20412216
6.7	28404	25000000	26-Jul-96	51	113	0	25023424	32223424
5.8	40433	26000000	21-Dec-90	50	0	0	91457688	202000000
0	0	670000	7-Apr-33	0	100	0	10000000	10000000
7.6	132720	23000000	17-Dec-76	46	0	0	52614445	90614445
7.6	2374	40000000	21-Apr-95	67	0	0	14942422	14942422
0	0	7000000	12-Dec-08	0	0	0	0	0
0	0	20000000	10-Oct-08	0	0	0	0	38585047
5.7	1463	500000	1977	44	0	0	17000000	17000000
0	0	100000	9-Nov-01	0	0	0	1358	1358
7.9	39948	8000000	27-Apr-01	0	0	0	19585	19585
5.8	588	3000000	25-Oct-85	0	0	0	11052713	11052713
6.1	2735	10000000	23-Jun-06	100	0	0	1430721	32430721
6	2397	19000000	16-Aug-96	58	0	0	1353824	1353824
7.9	24262	25000000	20-Nov-87	91	0	0	43984000	43984000
5.9	43171	85000000	18-Jun-93	38	0	0	50016394	137298489
6.8	24044	7000000	27-Jun-73	64	0	0	35400000	161800000
7.8	5236	2700000	1-Sep-06	0	0	0	2217561	31517561
8	6893	35000	5-Apr-02	0	0	0	321952	321952
6	139	1000000	25-Sep-98	0	0	0	22434	22434
6.9	14017	12300000	18-Nov-88	71	0	0	48092846	81972846
7.8	17712	10000000	4-Oct-62	92	0	0	39100000	50100000
6.7	23735	40000000	31-Jul-87	73	0	0	51185000	191200000
7.8	69090	28000000	11-Nov-92	0	0	0	217350219	504050219
5.4	1847	10000000	23-Nov-94	0	0	0	29317886	29317886
6.9	2506	4030000	6-Mar-98	0	0	0	2542264	2542264
6.7	15260	20000000	12-Apr-85	63	0	0	18400000	18400000
7.5	24872	7000000	8-Mar-91	0	0	0	5017971	5017971
7.8	2659	35000000	1980	0	0	0	1500000	1500000
5.6	4471	40000000	18-Jun-86	50	0	0	49851591	49851591
6.1	20734	25000000	18-Apr-86	0	0	0	15502112	15502112
6.7	22141	87000	30-Aug-72	63	0	0	3100000	3100000
5.8	5727	25000000	21-Jun-85	57	0	0	11603545	11603545
6.6	2221	4700000	22-Apr-88	73	0	0	1705139	1705139
6.6	28257	65000000	11-Oct-96	69	120	0	33447612	33447612
8.4	1027	6000000	3-Oct-07	0	0	0	25317	25317
7.5	7114	2100000	29-May-02	0	0	0	313436	313436
0	0	2000000	1-Jan-62	0	0	0	9250000	9250000
7.8	4185	3000000	1960	96	0	0	10400000	10400000
7	19668	7000	26-Feb-93	0	0	0	2040920	2040920
0	0	67000000	20-Sep-96	0	100	0	18115927	18115927
7.5	84	17000000	18-Jul-86	100	137	0	85160248	183316455
6.3	78860	55000000	22-May-92	37	0	0	54927174	158500000
8.2	136503	79300000	15-Jun-94	92	0	0	328539505	783839505
7.6	12111	3000000	10-Jun-75	100	0	0	20123742	20123742
5.7	1406	250000	28-Mar-97	0	0	0	212285	743216
7.3	477	550000	27-Apr-84	0	0	0	5269990	5269990
4.6	755	18000000	22-May-81	0	0	0	13400000	13400000
7.8	45410	40000000	25-Sep-92	97	0	0	72455275	72455275
5.9	1301	1000000	1956	38	0	0	9000000	9000000
7.1	3791	10000000	16-May-80	79	0	0	15198912	15198912
4.6	1668	7000000	8-Apr-83	0	0	0	1246141	1246141
4.9	2263	4000000	28-May-99	45	0	0	399793	399793
7.1	39815	30000000	23-Dec-94	63	0	0	66502573	66502573
6.9	33426	40000000	1-Jul-92	81	0	0	107533925	132440066
5.7	17637	13000000	5-Feb-93	0	0	0	27979399	27979399
8.2	11864	1250000	1945	100	0	0	11000000	11000000
6.9	1505	30000000	19-Feb-10	0	0	0	201857	52339566
6.7	14947	7000000	1976	70	0	0	25000000	25000000
6.9	1054	7500000	13-Sep-02	0	0	0	206400	206400
6.7	1986	5000000	21-Sep-92	94	0	0	1050861	1050861
6.6	21521	30000000	19-Dec-86	91	0	0	38747385	38747385
7.6	14599	5000000	21-Jun-96	92	0	0	12961389	12961389
7.4	7157	850000	30-Jan-04	0	0	0	833118	833118
7.6	54994	15000000	6-Mar-87	90	0	0	65192350	120192350
6.5	39735	35000000	15-May-92	56	0	0	144731527	319700000
5.7	1181	4000000	20-Jun-97	0	0	0	12836	12836
6.9	8453	6000000	4-Dec-98	83	0	0	4595000	4595000
7.5	20934	7000000	12-Aug-88	83	0	0	8373585	8373585
6.5	24558	42000000	14-Jul-89	0	0	0	34667015	156167015
7.2	466	800000	18-Jul-07	0	0	0	200433	200433
7.6	42131	4000000	27-Oct-95	89	0	0	31983777	49800000
5.1	12607	10000000	6-Mar-92	47	0	0	32100816	32100816
5.8	2917	5000000	15-Apr-83	0	0	0	12232628	12232628
7.1	16514	15000000	21-Dec-94	89	0	0	50003303	50003303
8.6	79421	15000000	16-Dec-62	98	0	0	37495385	69995385
7.4	14807	3500000	26-May-93	85	0	0	27731527	27731527
7.4	22470	8000000	7-May-93	90	0	0	22549338	22549338
6.7	2588	3800000	7-Apr-65	97	0	0	14873	14873
6.4	499	27000000	TBD	0	0	0	0	0
2.2	376	558000	1931	0	0	0	900000	900000
7.7	23062	35000000	18-Nov-92	90	0	0	48169910	48169910
6.2	3281	350000	1980	0	0	0	10000000	10000000
7.7	34302	6000000	26-Aug-64	100	0	0	102300000	102300000
5.5	6864	47000000	23-Feb-96	27	0	0	5707094	6370115
4.9	7064	25000000	13-Sep-96	29	0	0	14102929	51702929
8.6	8043	3500000	1-Jan-70	0	0	0	81600000	81600000
6.6	72981	18000000	29-Jul-94	75	0	0	119920129	343900000
6.3	76396	80000000	13-Dec-96	50	110	0	37771017	101371017
6.3	4210	10000000	3-Aug-90	72	0	0	16153000	16153000
7.4	5969	4500000	1956	67	0	0	10400000	10400000
6.9	5381	400000	"April, 1986 "	0	0	0	0	0
7.2	746	7000000	5-May-00	64	46	0	18642318	18642318
6.9	11805	25000000	11-Oct-96	77	0	0	11092559	27572844
7.3	30524	11000000	13-Mar-92	86	0	0	52929168	52929168
5.7	9307	40000000	7-Feb-92	22	87	0	44948240	44948240
7.4	1748	11900000	20-Mar-98	0	0	0	48856	48856
4.5	2144	8000000	25-Dec-81	0	0	0	24474312	24474312
8.4	96997	18000000	19-Sep-84	96	0	0	51973029	51973029
8.5	35773	1500000	5-Feb-36	100	0	0	163245	163245
5.9	15479	10000000	2-Oct-92	8	0	0	50752337	50752337
8.1	12460	3900000	12-Dec-66	85	0	0	28350000	28350000
2.5	1446	18000000	25-Jun-82	0	0	0	5675599	5675599
6	6055	42000000	15-Nov-96	54	127	0	41267469	41267469
8	34053	3600000	25-May-69	90	0	0	44785053	44785053
7.5	24104	30000000	20-Jul-88	96	0	0	38413606	81613606
6.9	20798	11000000	7-Apr-89	84	0	0	49793054	49793054
6.8	1304	11000000	1970	89	0	0	2200000	2200000
5	248	200000	10-Sep-04	31	0	0	126021	257516
0	0	2000000	21-May-82	0	0	0	24600832	24600832
7.5	14460	9400000	7-Nov-63	0	0	0	46300000	60000000
6.9	36548	200000	21-Mar-80	0	0	0	8750000	99750000
5.9	24273	10000000	10-Jul-85	0	0	0	36230219	36230219
7	3101	5000000	3-Nov-82	80	0	0	20659423	20659423
5.2	1435	6000000	19-Dec-95	0	0	0	0	0
8.4	155049	400000	10-May-75	0	0	0	3427696	5028948
5.8	2559	7500000	8-Mar-02	63	0	0	4239767	4239767
7.9	7608	19000000	8-Nov-62	69	0	0	13680000	13680000
6.3	4905	5000000	18-Sep-81	57	0	0	19032000	25032000
6.1	1233	7000000	5-Aug-77	0	0	0	1000000	1000000
5.8	8522	40000000	28-Feb-92	24	0	0	14358033	14358033
0	0	7000	2004	0	0	0	900	900
7	17604	2500000	29-Sep-91	84	0	0	6401336	6401336
6.1	26760	31000000	29-Jun-79	64	0	0	70300000	210300000
5.2	13972	68000000	22-Nov-95	17	0	0	35324232	77224232
7.2	3355	430000	3-Aug-90	88	0	0	2938000	2938000
0	0	4000000	17-Aug-79	0	0	0	20008693	20008693
7.1	52807	6100000	20-Oct-95	53	0	0	2108367	2108367
6.7	1047	250000	16-Mar-01	42	0	0	902835	1366235
5.8	2987	25000000	19-Apr-96	7	0	0	10039566	10039566
6.6	56917	25000000	24-Nov-93	64	0	0	219195051	441286003
8.2	33315	1500000	1939	97	0	0	9000000	9000000
5.4	29605	20000000	18-Aug-95	35	0	0	70433227	122133227
6.2	19913	45000000	4-Nov-94	0	0	0	22006296	112006296
7.4	6351	4000000	1961	100	0	0	8200000	8200000
4.8	9073	16000000	9-Dec-88	13	0	0	13854000	13854000
8.1	22681	3200000	1-Jan-62	97	0	0	8000000	8000000
6.9	86222	80000000	21-May-96	0	110	0	180981886	456481886
4.7	2969	16000000	1979	9	0	0	8400000	8400000
5.7	11935	45000000	17-Jul-96	44	117	0	20133326	20133326
7	1102	30000	1-Sep-06	0	0	0	103509	103509
7.5	10853	12000000	11-Dec-92	67	0	0	27281507	27281507
6.7	22431	7000000	20-Dec-74	52	0	0	21000000	97600000
7.9	28039	17000000	22-Oct-64	94	0	0	72000000	72000000
5.9	8413	6000000	21-Oct-88	82	0	0	12793213	12793213
6.7	1511	8400000	23-Mar-07	0	0	0	1207007	6831069
6.8	91	700000	8-Oct-99	0	0	0	10508	10508
3	326	46000000	17-Sep-82	0	0	0	4408636	4408636
7.5	110761	28000000	23-May-84	85	0	18998388	179880271	333080271
8.3	171572	48000000	24-May-89	89	0	18740425	197171806	474171806
3.5	494	1300000	9-Dec-05	0	0	0	100358	329621
5.2	13310	13000000	19-Aug-88	0	0	0	49369899	49369899
0	0	1000000	21-Aug-98	0	0	0	3386698	3456820
6.3	5649	5000000	10-Apr-81	71	0	0	14600000	19600000
7.3	54484	35000000	15-Nov-96	83	160	0	78716374	231716374
7	4698	1250000	21-Jan-53	0	0	0	2500000	2500000
6.6	26384	23000000	28-Jun-91	0	0	0	86930411	86930411
6.1	24904	30000000	18-Mar-94	0	0	0	51041856	51041856
0	0	3000000	28-Jul-78	90	0	0	141600000	141600000
6.6	10083	114000	1-Oct-68	96	0	0	12000000	30000000
5.7	1145	5000000	27-Mar-98	38	0	0	143273	143273
7.5	3313	3500000	1959	93	0	0	12800000	12800000
5.3	12554	1800000	9-Nov-84	95	0	0	25504513	25504513
4.9	16222	3000000	1-Nov-85	0	0	0	21163999	21163999
6.2	17354	5000000	27-Feb-87	0	0	0	44793222	44793222
4.7	10849	6000000	11-Aug-89	0	0	0	22168359	22168359
4.5	12779	5000000	13-Sep-91	0	0	0	34872033	34872033
0	0	8000000	14-Oct-94	81	0	0	18090181	18090181
6.6	10083	4200000	19-Oct-90	67	0	0	5835247	5835247
6.3	9811	2000000	1946	97	0	0	24464742	24464742
6	21247	36000000	7-Oct-83	65	0	0	55500000	160000000
5.2	561	19000000	1993	50	0	0	2119994	2119994
5	6746	15000000	15-Jan-93	26	0	0	22189039	52189039
7.4	78953	50000000	11-Nov-94	0	0	0	105264608	223564608
5.6	32234	55000000	28-Jun-96	67	95	0	128814019	273814019
7.4	25704	27000000	20-Jul-84	0	0	0	21300000	21300000
6.6	1107	750000	15-Nov-02	67	0	0	47329	47329
7.1	13761	45000000	20-Dec-95	75	0	0	13668249	34668249
6.7	1692	14000000	22-Jun-77	63	0	0	13800000	13800000
6.1	6906	15000000	1-Mar-89	74	0	0	10763469	10763469
5.5	2229	36500000	1-Jan-09	0	0	0	0	15000000
6.6	23167	27500000	10-Jun-83	47	0	0	67900000	187500000
3.8	9579	50000000	18-Feb-94	0	0	0	38590458	38590458
8.9	214457	4400000	19-Nov-75	96	0	0	108981275	108981275
5.6	424	1100000	4-Sep-87	0	0	0	1355728	1355728
6.9	23159	8000000	18-Dec-69	81	0	0	22800000	82000000
5.4	24523	2800000	25-Jun-76	84	0	0	48570885	48570885
3.3	3814	7200000	15-Oct-99	8	0	0	12610552	12678312
7	19638	31000000	18-Dec-85	63	0	0	79096868	258210860
5.1	230	1600000	11-Mar-89	0	0	0	419428	419428
7	138	6000000	19-Sep-80	91	0	0	52302978	52302978
6.3	1670	7000000	14-Dec-01	0	0	0	4720371	4720371
6.3	113	10000	28-May-04	0	0	0	1987	1987
6.9	4289	11000000	14-Dec-95	68	0	0	2844379	2844379
6.5	445	250000	15-Jul-05	0	0	0	49772	49772
8.4	41162	910000	28-Jul-54	100	0	0	9600000	9600000
6.4	33192	50000000	10-Mar-95	59	0	0	67823573	67823573
7	23607	10000000	25-Mar-83	65	0	0	25697647	25697647
6.1	8066	10000000	6-Aug-10	10	0	0	3607	8667348
6.3	23192	4500000	23-Mar-84	47	0	0	81198894	81198894
2.5	13121	10000000	26-Aug-94	0	0	0	126247	126247
7.3	1059	4300000	4-Dec-09	60	0	0	199228	9791282
7.1	15352	6900000	28-Jun-85	92	0	0	41410568	41410568
6.9	29544	45000000	5-Jun-92	75	0	0	83287363	178100000
4.7	4166	8000000	3-May-96	39	0	0	5656388	5656388
6	26690	55000000	10-Jun-95	55	0	0	141579773	347100000
7.2	2365	2900000	1961	63	0	0	5000000	5000000
6	6967	9000000	29-Apr-94	47	0	0	4333569	4333569
6	4620	10000000	3-Nov-77	50	0	0	36000000	36000000
7.3	6374	4638783	23-May-73	0	0	0	8000000	11000000
7.4	32817	10700000	4-Jun-82	86	0	0	74706019	121706019
3.8	5387	9500000	10-Jun-88	14	0	0	14114000	14114000
6.3	3781	3000000	8-Jul-88	29	0	0	7000000	7000000
6.3	26823	32000000	5-Jul-96	50	124	0	104636382	142836382
7.6	53283	26000000	22-Dec-93	74	0	0	77324422	201324422
4.8	9477	45000000	7-Jun-96	43	100	0	17220599	17220599
7.5	53699	68000	10-Jul-98	86	0	0	3221152	4678513
5.8	7947	12000	11-Apr-97	0	0	0	413802	413802
7.1	1635	3700000	1948	71	0	0	2956000	2956000
0	0	5800000	8-Feb-68	0	0	0	33395426	33395426
7.7	24451	8000000	10-Apr-92	0	0	0	21706101	28876702
7.5	87605	65000000	30-Jun-95	0	0	0	172070496	334100000
8.2	108641	6000000	19-Dec-86	86	0	0	137963328	137963328
2.7	473	1000000	1-Dec-00	92	0	0	779137	889279
5.3	1734	25000000	26-Jul-96	27	94	0	15382170	36682170
4.6	386	800000	9-Aug-02	0	0	0	881950	881950
6	384	27000	24-Dec-99	0	0	0	8231	8231
5.5	233	100000	10-May-80	0	0	0	287000	287000
5.8	442	12000000	13-Nov-81	0	0	0	2104164	2104164
5.1	3689	14000000	23-Jul-93	36	0	0	27450453	27450453
5.8	15861	4000000	19-Mar-82	0	0	0	109492484	109492484
3	75	70000	28-Jan-05	0	0	0	4930	4930
4.9	11433	20000000	12-Dec-80	56	0	0	49823037	49823037
6	35411	35000000	21-Nov-90	23	0	0	28317513	54768418
7.8	88522	18000000	12-Jun-87	76	0	0	59735548	98267558
8.1	123571	15000000	25-Sep-87	95	0	0	30857000	30857000
5.8	1154	4000000	4-Mar-88	0	0	0	354704	354704
8.6	199762	16000000	18-Nov-94	0	0	0	19284974	45284974
4.7	1381	12000000	15-Jun-79	25	0	0	21000000	21000000
6.4	6829	30000000	25-Dec-91	74	0	0	74787599	74787599
5.7	161	1000000	23-Sep-05	0	0	0	0	0
6.7	60742	14000000	23-Mar-90	62	0	0	178406268	463400000
6.6	1275	10000000	2-Feb-07	40	0	0	0	0
6.4	6886	12000000	20-Mar-81	70	0	0	12200000	44200000
6.3	12457	18000000	10-Oct-86	88	0	0	41382841	41382841
7.1	16894	4000000	5-Feb-53	83	0	90536550	87400000	87400000
6.3	19257	11500000	21-Apr-89	50	0	0	57469179	57469179
8.1	39570	12000000	1-Jan-70	97	0	0	62500000	62500000
6.4	1701	15000	2-Jun-06	0	0	0	194523	194523
8.9	417703	8000000	14-Oct-94	94	0	0	107928762	212928762
6.5	5037	20000000	15-Oct-69	23	0	0	31678778	31678778
4.6	406	12500000	25-May-79	0	0	0	7000000	7000000
6	1177	11000000	12-May-95	67	0	0	2794056	2794056
6.1	1899	1200000	19-Nov-82	0	0	0	255000	255000
6.3	27352	32000000	10-Feb-95	56	0	0	18552460	18552460
6.5	6001	20000000	19-Oct-90	60	0	0	21413105	21413105
7.4	6198	12500000	12-Feb-82	0	0	0	20959585	20959585
5.8	898	8250000	23-Feb-51	88	0	0	30000000	30000000
8.1	12116	5300000	27-Jan-06	0	0	0	2197694	29197694
6.5	4800	5000000	11-Mar-76	68	0	0	8000000	8000000
6.6	38524	70000000	8-Nov-96	70	121	0	136492681	308700000
8.1	50860	3200000	12-Jun-68	98	0	0	33395426	33395426
8.4	35429	1288000	1940	100	0	0	6000000	6000000
6.7	54480	50000000	14-Jun-91	56	0	0	165493908	390500000
0	0	7500000	23-Feb-96	0	100	0	32281907	36238752
6.8	15630	28000000	7-Apr-95	71	0	0	31390587	31390587
8.4	90015	18000000	14-Nov-80	98	0	0	23380203	23380203
7.5	6625	9200000	29-Dec-95	95	0	0	2684904	4204857
5.7	5135	11000000	7-Aug-92	53	0	0	21171695	21171695
7.6	52898	13000000	17-Jul-87	88	0	0	53424681	53424681
3.4	13310	22000000	5-Nov-93	0	0	0	10696210	10696210
4.7	12687	40000000	21-Dec-94	25	0	0	38087756	38087756
7.5	10839	16000000	30-Jan-87	95	0	0	14792779	14792779
6.5	6210	35000000	21-Feb-92	43	0	0	4651977	4651977
8.4	212985	1200000	23-Oct-92	96	0	18806836	2832029	2832029
8.7	242661	20000000	12-Jun-81	0	0	19608618	245034358	386800358
7.8	10629	3000000	1948	100	0	0	9012000	9012000
7.4	8455	33500000	4-Dec-81	94	0	0	50000000	50000000
7.7	14545	10000000	11-Jun-99	0	0	0	10019109	10019109
4.4	11896	17900000	28-Jun-85	20	0	0	6905861	6905861
0	0	32500000	25-May-83	0	0	12356425	309205079	572700000
2.3	236	15000000	6-Feb-04	0	0	0	501752	2658490
0	0	10000	14-Aug-08	0	87	0	401	401
7.5	14883	140000	20-Dec-89	100	0	0	6706368	6706368
7.9	24275	27000000	21-Oct-83	97	0	0	21500000	21500000
7.1	41265	1200000	26-Sep-75	77	0	0	139876417	139876417
5.8	14085	10000000	19-May-89	44	0	0	30050028	30050028
6.3	6537	10000000	4-Feb-94	24	0	0	3275585	3275585
4.2	232	2000000	7-Jul-07	0	0	0	0	0
4	84	1000000	21-Nov-76	0	0	0	117235147	225000000
5.1	4661	6200000	15-Jan-88	0	0	0	9205924	9205924
5.5	449	500000	31-Jan-03	64	0	0	1111615	1111615
5.9	7650	40000000	3-Jun-94	0	0	0	24172899	24172899
5.8	38548	44000000	22-May-85	30	0	0	150415432	300400000
4.9	31551	58000000	25-May-88	36	0	0	53715611	188715611
6.5	78	14500000	1-Nov-96	0	120	0	46338728	147542381
0	0	20000000	31-Dec-07	0	0	0	0	0
8	106163	25000000	16-Dec-88	87	0	0	172825435	412800000
6.1	2081	20000000	11-Sep-94	0	0	0	305070	305070
5.9	228	17000000	1981	0	0	0	2000000	2000000
6.7	2913	5000000	16-Sep-53	38	0	0	36000000	36000000
7.2	108324	75000000	7-Jun-96	66	136	0	134069511	336069511
7.9	21736	15000000	5-Nov-93	97	0	0	22954968	63954968
7.8	57000	3500000	4-Jul-80	98	0	0	83453539	83453539
6.7	12438	1500000	2-Mar-84	97	0	0	2300000	2300000
7.5	1436	1070000	11-Dec-09	0	0	0	164649	5348767
3.9	1757	40000000	1-Aug-80	60	0	0	7000000	7000000
6.5	4024	18000000	29-Dec-95	0	0	0	4100000	4100000
7.1	13621	4000000	16-Aug-85	88	0	0	14237880	14237880
5.9	849	2700000	26-Sep-08	0	0	0	0	2783634
8.5	35	5000	13-Jul-05	0	0	0	1338	1338
6.7	7491	27000000	21-Jun-85	55	0	0	10618813	10618813
6.4	36308	30000000	13-Nov-87	63	0	0	38122000	38122000
6	91	1750000	18-Jun-99	0	0	0	7267324	14533173
7.3	252	350000	15-Nov-02	0	0	0	9118	9118
6.2	14285	45000000	30-Sep-94	56	0	0	46815000	94215000
8.7	278918	30000000	22-Sep-95	0	0	0	100125643	328125643
5.9	1743	1000000	7-Aug-98	58	0	0	21210	21210
7.9	14364	4500000	28-Sep-96	94	0	0	13417292	13417292
5.2	9693	39000000	29-Mar-96	33	93	0	30356589	37956589
6	15749	58000000	15-Dec-95	61	0	0	53458319	87100000
6.2	5904	2000000	6-Nov-85	86	0	0	390659	1663296
5.3	2667	6000000	12-Feb-88	58	0	0	14545844	14545844
8.2	152262	25000000	9-Dec-83	88	0	15386092	44942821	44942821
8.9	276283	25000000	15-Dec-93	97	0	0	96067179	321200000
8.1	33781	1800000	18-Sep-51	0	0	0	8000000	8000000
4.7	2427	45000000	31-Jan-97	0	0	0	2154540	2154540
6.9	105	200000	22-Oct-04	75	0	0	381225	439651
8	50856	12000000	7-Oct-60	96	0	0	30000000	60000000
6.9	436	450000	22-Aug-97	79	0	0	410919	450349
6.7	1795	200000	9-Feb-33	100	0	0	2000000	2000000
0	0	3500000	7-Nov-06	0	0	65505095	0	0
0	0	5000000	TBD	0	0	0	0	0
5.7	436	4500000	9-Mar-62	14	0	0	3500000	3500000
0	0	250000	8-Jan-99	0	0	0	18195	20628
0	0	7000000	11-Mar-08	0	0	8962832	0	0
6.2	2594	175000	8-Aug-86	93	0	0	7137502	7137502
6.7	47174	55000000	28-Oct-94	46	0	0	71565669	196565669
5.6	9530	40000000	1-Jul-94	34	0	0	31835600	31835600
6.9	1788	2300000	24-Sep-51	89	0	0	11000000	11000000
7.4	7689	22000000	29-Dec-93	96	0	0	25842377	25842377
2.6	2591	17000000	29-Aug-86	14	0	0	2315000	2315000
5.3	1090	1455000	1968	0	0	0	2620000	2620000
4.3	1598	25000000	17-Aug-84	38	0	0	5778353	5778353
7.6	22439	5500000	22-Nov-96	90	105	0	35811509	35811509
8.5	177762	19000000	23-May-80	87	0	0	44017374	44017374
6.4	1125	8500000	1-Mar-91	0	0	0	15024232	15024232
3.7	6094	40000000	15-May-87	19	0	0	14375181	14375181
4.1	27004	40000000	22-Sep-95	12	0	0	20254932	20254932
9.2	519541	25000000	23-Sep-94	88	0	0	28241469	28241469
5.9	6387	7000000	11-Oct-85	50	0	0	10803211	10803211
0	0	200000	9-Sep-05	11	0	0	44701	44701
6.3	4570	9000000	6-Nov-96	61	120	0	36049108	36049108
8.7	244856	20000000	14-Feb-91	96	0	0	130726716	275726716
0	0	2600000	29-Feb-08	0	0	0	0	0
5.2	1364	15000000	26-Jun-96	0	0	0	76382	76382
5.3	7888	14000000	25-Oct-96	18	93	0	15171475	15171475
8	41785	4833610	20-Nov-96	96	133	0	24475416	34175000
6.9	5907	23000	1-Aug-91	83	0	0	1227508	1227508
8.3	67157	2883848	29-Mar-59	97	0	0	25000000	25000000
4.6	6155	50000000	13-Oct-95	15	0	0	10359006	10359006
7.1	1724	8500000	23-Apr-04	0	0	0	298347	30298347
7.3	15466	2000000	17-Dec-73	100	0	0	18344729	18344729
7.3	51874	44000000	18-Oct-96	73	105	0	53300852	165600852
6	1136	500000	10-Jan-03	0	0	0	13134	13134
6	915	5000000	1-Jan-59	0	0	0	11000000	11000000
6.7	585	2500000	3-Oct-03	0	0	0	2013052	2013052
8.7	266890	6000000	16-Aug-95	87	0	0	23341568	23341568
7	14243	26000000	10-Jul-85	76	0	0	33200000	33200000
7.5	7797	4500000	23-Apr-86	91	0	0	1500000	1500000
0	0	1200000	4-Aug-89	97	0	0	24741667	36741667
5.9	288	400000	4-Nov-05	0	0	0	0	0
8	4873	1300000	7-Apr-06	0	0	0	4055	4055
3.8	17281	42000000	28-May-93	0	0	0	20844907	20844907
7	8787	5100000	3-Oct-80	63	0	0	9709597	9709597
6.9	5058	2000000	26-Jun-98	86	0	0	6719300	7756617
6.4	10999	13000000	13-Apr-94	61	0	0	7881335	7881335
7.6	5251	3000000	17-Mar-06	0	0	0	95204	95204
6.4	6248	4400000	25-Jun-76	89	0	0	36145695	36145695
6.1	17773	22000000	11-Nov-94	79	0	0	144833357	189800000
5.7	736	500000	1-Feb-02	50	0	0	1250798	1250798
7.7	31279	16500000	11-Dec-95	98	0	0	42993774	134993774
8.4	55352	2540000	10-Apr-52	100	0	0	3600000	3600000
4.8	82	200000	7-Jan-05	0	0	0	6260	6260
6.3	45	8200000	"April, 1965"	81	0	0	163214286	286214286
6	8159	3500000	23-Aug-96	60	0	0	9482579	13795053
5.6	263	450000	1991	100	0	0	2712293	2712293
6.9	52434	22700000	24-Jun-87	65	0	0	38119483	38119483
2.6	4175	30000000	10-Jun-94	90	0	0	121248145	283200000
5.6	21917	35000000	7-Jul-95	39	0	0	60054449	113354449
4.9	478	10000000	11-Feb-81	0	0	0	2000000	11400000
4.8	1464	3000000	27-Apr-90	9	0	0	15000000	15000000
7.7	14665	1500000	1945	87	0	0	7000000	7000000
