Area Code,Date,Market Size,Market,Product Line,Product Type,Product,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
614,6/1/12,Major Market,Central,Leaves,Herbal Tea,Chamomile,Ohio,Decaf,$10 ,$20 ,$20 ,$30 ,$18 ,478,$26 ,$5 ,1,$9 ,$44 ,$17 
513,6/1/12,Major Market,Central,Leaves,Herbal Tea,Lemon,Ohio,Decaf,$20 ,$30 ,$30 ,$50 ,$24 ,856,$36 ,$6 ,1,$18 ,$60 ,$18 
920,6/1/12,Small Market,Central,Leaves,Tea,Darjeeling,Wisconsin,Regular,$30 ,$50 ,$20 ,$80 ,$40 ,443,$59 ,$12 ,1,$24 ,$99 ,$35 
715,6/1/12,Small Market,Central,Leaves,Tea,Earl Grey,Wisconsin,Regular,$40 ,$70 ,$10 ,$110 ,$53 ,597,$75 ,$48 ,1,($2),$128 ,$77 
262,6/1/12,Small Market,Central,Beans,Espresso,Caffe Mocha,Wisconsin,Regular,$90 ,$110 ,$70 ,$200 ,$81 ,"1,046",$96 ,$25 ,1,$50 ,$177 ,$46 
262,6/1/12,Small Market,Central,Beans,Espresso,Decaf Espresso,Wisconsin,Decaf,$50 ,$70 ,$50 ,$120 ,$48 ,593,$62 ,$15 ,1,$34 ,$110 ,$28 
715,6/1/12,Small Market,Central,Beans,Coffee,Amaretto,Wisconsin,Regular,$60 ,$70 ,$20 ,$130 ,$59 ,377,$74 ,$22 ,1,$19 ,$133 ,$55 
608,6/1/12,Small Market,Central,Beans,Coffee,Colombian,Wisconsin,Regular,$110 ,$160 ,$50 ,$270 ,$110 ,665,$154 ,$100 ,1,$24 ,$264 ,$130 
920,6/1/12,Small Market,Central,Beans,Coffee,Decaf Irish Cream,Wisconsin,Decaf,$90 ,$130 ,$90 ,$220 ,$91 ,533,$121 ,$30 ,1,$63 ,$212 ,$58 
715,6/1/12,Small Market,Central,Leaves,Herbal Tea,Chamomile,Wisconsin,Decaf,$40 ,$70 ,$50 ,$110 ,$47 ,371,$78 ,$14 ,1,$40 ,$125 ,$38 
920,6/1/12,Small Market,Central,Leaves,Herbal Tea,Lemon,Wisconsin,Decaf,$50 ,$70 ,$60 ,$120 ,$59 ,842,$85 ,$16 ,1,$58 ,$144 ,$27 
959,6/1/12,Small Market,East,Leaves,Tea,Darjeeling,Connecticut,Regular,$30 ,$60 ,$40 ,$90 ,$37 ,876,$55 ,$10 ,1,$33 ,$92 ,$22 
203,6/1/12,Small Market,East,Leaves,Tea,Green Tea,Connecticut,Regular,$20 ,$30 ,$20 ,$50 ,$20 ,804,$31 ,$5 ,1,$15 ,$51 ,$16 
203,6/1/12,Small Market,East,Beans,Espresso,Caffe Mocha,Connecticut,Regular,$50 ,$70 ,$10 ,$120 ,$53 ,597,$75 ,$48 ,1,($2),$128 ,$77 
475,6/1/12,Small Market,East,Beans,Espresso,Decaf Espresso,Connecticut,Decaf,$40 ,$60 ,$30 ,$100 ,$46 ,367,$62 ,$15 ,1,$19 ,$108 ,$43 
475,6/1/12,Small Market,East,Beans,Coffee,Colombian,Connecticut,Regular,$80 ,$140 ,$100 ,$220 ,$92 ,"1,102",$140 ,$30 ,1,$79 ,$232 ,$61 
203,6/1/12,Small Market,East,Leaves,Herbal Tea,Lemon,Connecticut,Decaf,$50 ,$80 ,$40 ,$130 ,$76 ,580,$93 ,$28 ,1,$32 ,$169 ,$61 
475,6/1/12,Small Market,East,Leaves,Herbal Tea,Mint,Connecticut,Decaf,$40 ,$70 ,$50 ,$110 ,$65 ,"1,042",$77 ,$20 ,1,$36 ,$142 ,$41 
386,6/1/12,Major Market,East,Leaves,Tea,Darjeeling,Florida,Regular,$40 ,$70 ,$50 ,$110 ,$43 ,864,$62 ,$12 ,1,$38 ,$105 ,$24 
407,6/1/12,Major Market,East,Leaves,Tea,Green Tea,Florida,Regular,$60 ,$90 ,$70 ,$150 ,$59 ,842,$85 ,$16 ,1,$58 ,$144 ,$27 
786,6/1/12,Major Market,East,Beans,Espresso,Caffe Mocha,Florida,Regular,$100 ,$150 ,$40 ,$250 ,$110 ,665,$154 ,$100 ,1,$25 ,$264 ,$129 
321,6/1/12,Major Market,East,Beans,Espresso,Decaf Espresso,Florida,Decaf,$80 ,$120 ,$80 ,$200 ,$91 ,533,$121 ,$30 ,1,$63 ,$212 ,$58 
904,6/1/12,Major Market,East,Beans,Coffee,Colombian,Florida,Regular,$100 ,$160 ,$110 ,$260 ,$111 ,767,$167 ,$36 ,1,$99 ,$278 ,$68 
850,6/1/12,Major Market,East,Beans,Coffee,Decaf Irish Cream,Florida,Decaf,$110 ,$150 ,$100 ,$260 ,$118 ,636,$164 ,$36 ,1,$105 ,$282 ,$59 
941,6/1/12,Major Market,East,Leaves,Herbal Tea,Chamomile,Florida,Decaf,$30 ,$50 ,$30 ,$80 ,$48 ,593,$62 ,$15 ,1,$35 ,$110 ,$27 
754,6/1/12,Major Market,East,Leaves,Herbal Tea,Lemon,Florida,Decaf,$40 ,$60 ,$30 ,$100 ,$59 ,377,$74 ,$22 ,1,$19 ,$133 ,$55 
305,6/1/12,Major Market,East,Leaves,Herbal Tea,Mint,Florida,Decaf,$60 ,$70 ,$40 ,$130 ,$81 ,"1,046",$96 ,$25 ,1,$49 ,$177 ,$47 
781,6/1/12,Major Market,East,Leaves,Tea,Darjeeling,Massachusetts,Regular,$20 ,$40 ,$30 ,$60 ,$24 ,856,$36 ,$6 ,1,$19 ,$60 ,$17 
413,6/1/12,Major Market,East,Leaves,Tea,Green Tea,Massachusetts,Regular,$10 ,$30 ,$20 ,$40 ,$18 ,478,$26 ,$5 ,1,$10 ,$44 ,$16 
351,6/1/12,Major Market,East,Beans,Espresso,Caffe Mocha,Massachusetts,Regular,$40 ,$60 ,$10 ,$100 ,$44 ,543,$67 ,$40 ,1,($3),$111 ,$70 
339,6/1/12,Major Market,East,Beans,Espresso,Regular Espresso,Massachusetts,Regular,$140 ,$150 ,$100 ,$290 ,$149 ,"1,245",$149 ,$41 ,1,$83 ,$298 ,$66 
617,6/1/12,Major Market,East,Beans,Coffee,Colombian,Massachusetts,Regular,$50 ,$560 ,$530 ,$610 ,$54 ,"-1,006",$595 ,$17 ,1,$547 ,$649 ,$48 
781,6/1/12,Major Market,East,Leaves,Herbal Tea,Lemon,Massachusetts,Decaf,$30 ,$50 ,$20 ,$80 ,$51 ,396,$64 ,$19 ,1,$12 ,$115 ,$52 
603,6/1/12,Small Market,East,Leaves,Tea,Darjeeling,New Hampshire,Regular,$20 ,$40 ,$30 ,$60 ,$23 ,843,$35 ,$6 ,1,$17 ,$58 ,$18 
603,6/1/12,Small Market,East,Leaves,Tea,Green Tea,New Hampshire,Regular,$0 ,$40 ,$30 ,$40 ,$0 ,602,$43 ,$0 ,1,$32 ,$43 ,$11 
603,6/1/12,Small Market,East,Beans,Espresso,Caffe Mocha,New Hampshire,Regular,$40 ,$80 ,$20 ,$120 ,$52 ,313,$73 ,$47 ,1,($4),$125 ,$77 
603,6/1/12,Small Market,East,Beans,Espresso,Regular Espresso,New Hampshire,Regular,$30 ,$40 ,$0 ,$70 ,$35 ,204,$43 ,$13 ,1,($3),$78 ,$46 
603,6/1/12,Small Market,East,Beans,Coffee,Amaretto,New Hampshire,Regular,$50 ,$80 ,$50 ,$130 ,$56 ,302,$82 ,$17 ,1,$41 ,$138 ,$41 
603,6/1/12,Small Market,East,Beans,Coffee,Colombian,New Hampshire,Regular,$50 ,$90 ,$60 ,$140 ,$62 ,436,$94 ,$20 ,1,$42 ,$156 ,$52 
603,6/1/12,Small Market,East,Leaves,Herbal Tea,Lemon,New Hampshire,Decaf,$20 ,$40 ,$10 ,$60 ,$36 ,236,$46 ,$13 ,1,$0 ,$82 ,$46 
516,6/1/12,Major Market,East,Leaves,Tea,Darjeeling,New York,Regular,$130 ,$190 ,$150 ,$320 ,$123 ,947,$178 ,$34 ,1,$133 ,$301 ,$45 
845,6/1/12,Major Market,East,Leaves,Tea,Earl Grey,New York,Regular,$110 ,$180 ,$140 ,$290 ,$113 ,897,$163 ,$31 ,1,$121 ,$276 ,$42 
718,6/1/12,Major Market,East,Leaves,Tea,Green Tea,New York,Regular,$90 ,$150 ,$120 ,$240 ,$94 ,562,$136 ,$26 ,1,$99 ,$230 ,$37 
914,6/1/12,Major Market,East,Beans,Espresso,Caffe Mocha,New York,Regular,$130 ,($60),($210),$70 ,$144 ,"1,979",($72),$131 ,1,($236),$72 ,$164 
631,6/1/12,Major Market,East,Beans,Espresso,Regular Espresso,New York,Regular,$240 ,$420 ,$340 ,$660 ,$260 ,"1,405",$415 ,$72 ,1,$318 ,$675 ,$97 
646,6/1/12,Major Market,East,Beans,Coffee,Colombian,New York,Regular,$340 ,$500 ,$350 ,$840 ,$356 ,"2,476",$534 ,$124 ,1,$357 ,$890 ,$177 
607,6/1/12,Major Market,East,Leaves,Herbal Tea,Lemon,New York,Decaf,$200 ,$320 ,$220 ,$520 ,$271 ,"1,727",$398 ,$102 ,1,$263 ,$669 ,$135 
716,6/1/12,Major Market,East,Leaves,Herbal Tea,Mint,New York,Decaf,$180 ,($30),($100),$150 ,$244 ,"2,636",($46),$75 ,1,($143),$198 ,$97 
318,6/1/12,Small Market,South,Beans,Espresso,Decaf Espresso,Louisiana,Decaf,$30 ,$50 ,$30 ,$80 ,$40 ,443,$59 ,$12 ,1,$23 ,$99 ,$36 
318,6/1/12,Small Market,South,Beans,Espresso,Caffe Latte,Louisiana,Regular,$40 ,$70 ,$10 ,$110 ,$53 ,-267,$75 ,$48 ,1,($3),$128 ,$78 
225,6/1/12,Small Market,South,Beans,Espresso,Caffe Mocha,Louisiana,Regular,$40 ,$60 ,$40 ,$100 ,$47 ,371,$78 ,$14 ,1,$41 ,$125 ,$37 
225,6/1/12,Small Market,South,Leaves,Herbal Tea,Chamomile,Louisiana,Decaf,$40 ,$60 ,$40 ,$100 ,$48 ,593,$63 ,$15 ,1,$36 ,$111 ,$27 
318,6/1/12,Small Market,South,Leaves,Herbal Tea,Lemon,Louisiana,Decaf,$70 ,$90 ,$40 ,$160 ,$76 ,580,$93 ,$28 ,1,$32 ,$169 ,$61 
337,6/1/12,Small Market,South,Beans,Coffee,Colombian,Louisiana,Regular,$50 ,$80 ,$60 ,$130 ,$43 ,822,$64 ,$12 ,1,$40 ,$107 ,$24 
318,6/1/12,Small Market,South,Beans,Coffee,Decaf Irish Cream,Louisiana,Decaf,$70 ,$110 ,$90 ,$180 ,$59 ,842,$85 ,$16 ,1,$58 ,$144 ,$27 
505,6/1/12,Small Market,South,Beans,Espresso,Decaf Espresso,New Mexico,Decaf,$30 ,$50 ,$20 ,$80 ,$41 ,239,$55 ,$13 ,1,$14 ,$96 ,$41 
505,6/1/12,Small Market,South,Beans,Espresso,Caffe Latte,New Mexico,Regular,$30 ,$30 ,$0 ,$60 ,$35 ,-180,$43 ,$13 ,1,($3),$78 ,$46 
505,6/1/12,Small Market,South,Beans,Espresso,Caffe Mocha,New Mexico,Regular,$40 ,$60 ,$0 ,$100 ,$52 ,313,$73 ,$47 ,1,($3),$125 ,$76 
505,6/1/12,Small Market,South,Leaves,Herbal Tea,Chamomile,New Mexico,Decaf,$20 ,$30 ,$20 ,$50 ,$23 ,843,$35 ,$6 ,1,$18 ,$58 ,$17 
505,6/1/12,Small Market,South,Leaves,Herbal Tea,Lemon,New Mexico,Decaf,$30 ,$30 ,$10 ,$60 ,$32 ,996,$38 ,$9 ,1,$8 ,$70 ,$30 
505,6/1/12,Small Market,South,Beans,Coffee,Colombian,New Mexico,Regular,$70 ,$120 ,$80 ,$190 ,$62 ,436,$94 ,$20 ,1,$43 ,$156 ,$51 
505,6/1/12,Small Market,South,Beans,Coffee,Decaf Irish Cream,New Mexico,Decaf,$140 ,$30 ,($20),$170 ,$116 ,"1,142",$25 ,$35 ,1,($34),$141 ,$59 
918,6/1/12,Small Market,South,Beans,Espresso,Decaf Espresso,Oklahoma,Decaf,$90 ,$140 ,$90 ,$230 ,$111 ,767,$167 ,$36 ,1,$99 ,$278 ,$68 
918,6/1/12,Small Market,South,Beans,Espresso,Caffe Latte,Oklahoma,Regular,$100 ,$140 ,$100 ,$240 ,$118 ,-660,$164 ,$36 ,1,$105 ,$282 ,$59 
918,6/1/12,Small Market,South,Beans,Espresso,Caffe Mocha,Oklahoma,Regular,$10 ,$20 ,$20 ,$30 ,$18 ,478,$26 ,$5 ,1,$10 ,$44 ,$16 
918,6/1/12,Small Market,South,Leaves,Herbal Tea,Chamomile,Oklahoma,Decaf,$50 ,$80 ,$30 ,$130 ,$59 ,377,$74 ,$22 ,1,$19 ,$133 ,$55 
580,6/1/12,Small Market,South,Leaves,Herbal Tea,Lemon,Oklahoma,Decaf,$100 ,$150 ,$40 ,$250 ,$110 ,665,$154 ,$100 ,1,$25 ,$264 ,$129 
918,6/1/12,Small Market,South,Beans,Coffee,Colombian,Oklahoma,Regular,$50 ,$70 ,$50 ,$120 ,$43 ,597,$56 ,$14 ,1,$29 ,$99 ,$27 
405,6/1/12,Small Market,South,Beans,Coffee,Decaf Irish Cream,Oklahoma,Decaf,$30 ,$40 ,$30 ,$70 ,$24 ,856,$36 ,$6 ,1,$19 ,$60 ,$17 
469,6/1/12,Major Market,South,Beans,Espresso,Decaf Espresso,Texas,Decaf,$80 ,$110 ,$90 ,$190 ,$94 ,562,$136 ,$26 ,1,$99 ,$230 ,$37 
936,6/1/12,Major Market,South,Beans,Espresso,Caffe Latte,Texas,Regular,$40 ,$70 ,$40 ,$110 ,$54 ,-321,$81 ,$17 ,1,$33 ,$135 ,$48 
281,6/1/12,Major Market,South,Beans,Espresso,Caffe Mocha,Texas,Regular,$90 ,$140 ,$120 ,$230 ,$113 ,897,$163 ,$31 ,1,$120 ,$276 ,$43 
832,6/1/12,Major Market,South,Leaves,Herbal Tea,Chamomile,Texas,Decaf,$40 ,$70 ,$40 ,$110 ,$50 ,397,$68 ,$16 ,1,$24 ,$118 ,$44 
409,6/1/12,Major Market,South,Leaves,Herbal Tea,Lemon,Texas,Decaf,$30 ,$60 ,$30 ,$90 ,$38 ,414,$55 ,$12 ,1,$20 ,$93 ,$35 
210,6/1/12,Major Market,South,Beans,Coffee,Colombian,Texas,Regular,$300 ,$360 ,$270 ,$660 ,$244 ,"1,213",$288 ,$75 ,1,$192 ,$532 ,$96 
806,6/1/12,Major Market,South,Beans,Coffee,Decaf Irish Cream,Texas,Decaf,$100 ,$130 ,$100 ,$230 ,$83 ,574,$107 ,$27 ,1,$68 ,$190 ,$39 
435,6/1/12,Small Market,West,Beans,Espresso,Caffe Latte,Utah,Regular,$30 ,$50 ,$40 ,$80 ,$36 ,828,$53 ,$10 ,1,$31 ,$89 ,$22 
435,6/1/12,Small Market,West,Beans,Espresso,Caffe Mocha,Utah,Regular,$40 ,$60 ,$40 ,$100 ,$48 ,593,$63 ,$15 ,1,$35 ,$111 ,$28 
435,6/1/12,Small Market,West,Beans,Espresso,Decaf Espresso,Utah,Decaf,$30 ,$50 ,$40 ,$80 ,$37 ,876,$55 ,$10 ,1,$34 ,$92 ,$21 
435,6/1/12,Small Market,West,Beans,Coffee,Amaretto,Utah,Regular,$80 ,$90 ,$60 ,$170 ,$65 ,"1,042",$77 ,$20 ,1,$36 ,$142 ,$41 
801,6/1/12,Small Market,West,Beans,Coffee,Colombian,Utah,Regular,$50 ,$80 ,$50 ,$130 ,$46 ,367,$62 ,$15 ,1,$19 ,$108 ,$43 
435,6/1/12,Small Market,West,Leaves,Herbal Tea,Chamomile,Utah,Decaf,$40 ,$80 ,$50 ,$120 ,$56 ,302,$82 ,$17 ,1,$42 ,$138 ,$40 
435,6/1/12,Small Market,West,Leaves,Herbal Tea,Lemon,Utah,Decaf,$50 ,$80 ,$50 ,$130 ,$62 ,436,$94 ,$20 ,1,$42 ,$156 ,$52 
435,6/1/12,Small Market,West,Leaves,Herbal Tea,Mint,Utah,Decaf,$90 ,$30 ,($10),$120 ,$116 ,"1,142",$25 ,$35 ,1,($33),$141 ,$58 
801,6/1/12,Small Market,West,Leaves,Tea,Darjeeling,Utah,Regular,$30 ,$50 ,$0 ,$80 ,$52 ,313,$73 ,$47 ,1,($3),$125 ,$76 
801,6/1/12,Small Market,West,Leaves,Tea,Earl Grey,Utah,Regular,$20 ,$40 ,$20 ,$60 ,$41 ,239,$55 ,$13 ,1,$14 ,$96 ,$41 
435,6/1/12,Small Market,West,Leaves,Tea,Green Tea,Utah,Regular,$20 ,$30 ,$10 ,$50 ,$35 ,204,$43 ,$13 ,1,($3),$78 ,$46 
435,6/1/12,Small Market,West,Beans,Coffee,Decaf Irish Cream,Utah,Decaf,$90 ,$120 ,$70 ,$210 ,$76 ,580,$93 ,$28 ,1,$32 ,$169 ,$61 
707,6/1/12,Major Market,West,Beans,Espresso,Caffe Latte,California,Regular,$240 ,$260 ,$180 ,$500 ,$260 ,"1,715",$261 ,$72 ,1,$165 ,$521 ,$96 
714,6/1/12,Major Market,West,Beans,Espresso,Caffe Mocha,California,Regular,$130 ,$200 ,$50 ,$330 ,$144 ,874,$201 ,$131 ,1,$36 ,$345 ,$165 
562,6/1/12,Major Market,West,Beans,Espresso,Decaf Espresso,California,Decaf,$260 ,$340 ,$230 ,$600 ,$272 ,"1,616",$362 ,$89 ,1,$240 ,$634 ,$122 
707,6/1/12,Major Market,West,Beans,Coffee,Amaretto,California,Regular,$170 ,($50),($110),$120 ,$141 ,"1,514",($45),$45 ,1,($113),$96 ,$68 
805,6/1/12,Major Market,West,Beans,Coffee,Colombian,California,Regular,$440 ,$670 ,$500 ,"$1,110 ",$356 ,"2,476",$534 ,$124 ,1,$357 ,$890 ,$177 
661,6/1/12,Major Market,West,Leaves,Herbal Tea,Chamomile,California,Decaf,$100 ,$160 ,$140 ,$260 ,$123 ,947,$178 ,$34 ,1,$133 ,$301 ,$45 
661,6/1/12,Major Market,West,Leaves,Herbal Tea,Lemon,California,Decaf,$200 ,$260 ,$190 ,$460 ,$244 ,"1,213",$288 ,$75 ,1,$192 ,$532 ,$96 
408,6/1/12,Major Market,West,Leaves,Herbal Tea,Mint,California,Decaf,$70 ,$90 ,$60 ,$160 ,$83 ,574,$107 ,$27 ,1,$67 ,$190 ,$40 
209,6/1/12,Major Market,West,Leaves,Tea,Darjeeling,California,Regular,$70 ,$110 ,$90 ,$180 ,$113 ,897,$163 ,$31 ,1,$120 ,$276 ,$43 
415,6/1/12,Major Market,West,Leaves,Tea,Earl Grey,California,Regular,$60 ,$90 ,$80 ,$150 ,$94 ,562,$136 ,$26 ,1,$98 ,$230 ,$38 
714,6/1/12,Major Market,West,Leaves,Tea,Green Tea,California,Regular,$30 ,$60 ,$30 ,$90 ,$54 ,641,$81 ,$17 ,1,$32 ,$135 ,$49 
415,6/1/12,Major Market,West,Beans,Coffee,Decaf Irish Cream,California,Decaf,$250 ,($40),($140),$210 ,$200 ,"2,393",($31),$66 ,1,($142),$169 ,$111 
775,6/1/12,Small Market,West,Beans,Espresso,Caffe Latte,Nevada,Regular,$0 ,$40 ,$30 ,$40 ,$0 ,602,$43 ,$0 ,1,$31 ,$43 ,$12 
775,6/1/12,Small Market,West,Beans,Espresso,Caffe Mocha,Nevada,Regular,$20 ,$30 ,$20 ,$50 ,$23 ,843,$35 ,$6 ,1,$18 ,$58 ,$17 
702,6/1/12,Small Market,West,Beans,Espresso,Decaf Espresso,Nevada,Decaf,$20 ,$30 ,$20 ,$50 ,$21 ,798,$32 ,$5 ,1,$15 ,$53 ,$17 
702,6/1/12,Small Market,West,Beans,Coffee,Colombian,Nevada,Regular,$40 ,$60 ,$20 ,$100 ,$36 ,236,$46 ,$13 ,1,$0 ,$82 ,$46 
775,6/1/12,Small Market,West,Leaves,Herbal Tea,Chamomile,Nevada,Decaf,$120 ,$180 ,$50 ,$300 ,$144 ,874,$201 ,$131 ,1,$37 ,$345 ,$164 
702,6/1/12,Small Market,West,Leaves,Herbal Tea,Lemon,Nevada,Decaf,$170 ,$250 ,$170 ,$420 ,$200 ,"1,095",$278 ,$66 ,1,$166 ,$478 ,$112 
775,6/1/12,Small Market,West,Leaves,Herbal Tea,Mint,Nevada,Decaf,$120 ,$180 ,$130 ,$300 ,$141 ,764,$204 ,$45 ,1,$136 ,$345 ,$68 
775,6/1/12,Small Market,West,Leaves,Tea,Darjeeling,Nevada,Regular,$170 ,$260 ,$190 ,$430 ,$272 ,"1,616",$362 ,$89 ,1,$241 ,$634 ,$121 
702,6/1/12,Small Market,West,Leaves,Tea,Earl Grey,Nevada,Regular,$170 ,$180 ,$120 ,$350 ,$260 ,"1,715",$261 ,$72 ,1,$165 ,$521 ,$96 
702,6/1/12,Small Market,West,Leaves,Tea,Green Tea,Nevada,Regular,$170 ,($170),($250),$0 ,$271 ,"4,507",($271),$102 ,1,($369),$37 ,$135 
775,6/1/12,Small Market,West,Beans,Coffee,Decaf Irish Cream,Nevada,Decaf,$40 ,$40 ,$20 ,$80 ,$32 ,996,$38 ,$9 ,1,$8 ,$70 ,$30 
503,6/1/12,Small Market,West,Beans,Espresso,Caffe Latte,Oregon,Regular,$40 ,$70 ,$30 ,$110 ,$51 ,396,$64 ,$19 ,1,$11 ,$115 ,$53 
503,6/1/12,Small Market,West,Beans,Espresso,Caffe Mocha,Oregon,Regular,$40 ,$70 ,$40 ,$110 ,$50 ,397,$68 ,$16 ,1,$24 ,$118 ,$44 
541,6/1/12,Small Market,West,Beans,Espresso,Decaf Espresso,Oregon,Decaf,$140 ,$140 ,$90 ,$280 ,$149 ,"1,245",$149 ,$41 ,1,$83 ,$298 ,$66 
541,6/1/12,Small Market,West,Beans,Coffee,Amaretto,Oregon,Regular,$50 ,$80 ,$30 ,$130 ,$44 ,496,$63 ,$40 ,1,($6),$107 ,$69 
971,6/1/12,Small Market,West,Beans,Coffee,Colombian,Oregon,Regular,$50 ,$90 ,$40 ,$140 ,$47 ,456,$65 ,$15 ,1,$4 ,$112 ,$61 
971,6/1/12,Small Market,West,Leaves,Herbal Tea,Chamomile,Oregon,Decaf,$20 ,$40 ,$40 ,$60 ,$28 ,816,$41 ,$7 ,1,$22 ,$69 ,$19 
503,6/1/12,Small Market,West,Leaves,Herbal Tea,Lemon,Oregon,Decaf,$30 ,$50 ,$30 ,$80 ,$43 ,597,$56 ,$14 ,1,$30 ,$99 ,$26 
503,6/1/12,Small Market,West,Leaves,Tea,Darjeeling,Oregon,Regular,$10 ,$10 ,$10 ,$20 ,$18 ,478,$26 ,$5 ,1,$9 ,$44 ,$17 
503,6/1/12,Small Market,West,Leaves,Tea,Earl Grey,Oregon,Regular,$70 ,$110 ,$70 ,$180 ,$111 ,767,$167 ,$36 ,1,$100 ,$278 ,$67 
503,6/1/12,Small Market,West,Leaves,Tea,Green Tea,Oregon,Regular,$70 ,$120 ,$80 ,$190 ,$118 ,636,$164 ,$36 ,1,$105 ,$282 ,$59 
541,6/1/12,Small Market,West,Beans,Coffee,Decaf Irish Cream,Oregon,Decaf,$40 ,$70 ,$40 ,$110 ,$38 ,414,$55 ,$12 ,1,$20 ,$93 ,$35 
206,6/1/12,Small Market,West,Beans,Espresso,Caffe Latte,Washington,Regular,$40 ,$60 ,$40 ,$100 ,$48 ,593,$62 ,$15 ,1,$34 ,$110 ,$28 
425,6/1/12,Small Market,West,Beans,Espresso,Caffe Mocha,Washington,Regular,$50 ,$70 ,$20 ,$120 ,$59 ,377,$74 ,$22 ,1,$18 ,$133 ,$56 
253,6/1/12,Small Market,West,Beans,Espresso,Decaf Espresso,Washington,Decaf,$70 ,$90 ,$60 ,$160 ,$81 ,"1,046",$96 ,$25 ,1,$49 ,$177 ,$47 
425,6/1/12,Small Market,West,Beans,Coffee,Colombian,Washington,Regular,$90 ,$150 ,$110 ,$240 ,$79 ,425,$114 ,$25 ,1,$66 ,$193 ,$48 
206,6/1/12,Small Market,West,Leaves,Herbal Tea,Chamomile,Washington,Decaf,$70 ,$130 ,$90 ,$200 ,$92 ,"1,102",$140 ,$30 ,1,$79 ,$232 ,$61 
509,6/1/12,Small Market,West,Leaves,Herbal Tea,Lemon,Washington,Decaf,$30 ,$60 ,$50 ,$90 ,$43 ,822,$64 ,$12 ,1,$40 ,$107 ,$24 
360,6/1/12,Small Market,West,Leaves,Tea,Darjeeling,Washington,Regular,$30 ,$50 ,$30 ,$80 ,$47 ,371,$78 ,$14 ,1,$41 ,$125 ,$37 
206,6/1/12,Small Market,West,Leaves,Tea,Earl Grey,Washington,Regular,$20 ,$40 ,$20 ,$60 ,$40 ,443,$59 ,$12 ,1,$24 ,$99 ,$35 
360,6/1/12,Small Market,West,Leaves,Tea,Green Tea,Washington,Regular,$30 ,$50 ,$0 ,$80 ,$53 ,597,$75 ,$48 ,1,($3),$128 ,$78 
206,6/1/12,Small Market,West,Beans,Coffee,Decaf Irish Cream,Washington,Decaf,$130 ,$200 ,$90 ,$330 ,$110 ,665,$154 ,$100 ,1,$24 ,$264 ,$130 
303,7/1/12,Major Market,Central,Leaves,Herbal Tea,Chamomile,Colorado,Decaf,$120 ,$130 ,$80 ,$250 ,$145 ,"1,304",$146 ,$40 ,1,$81 ,$291 ,$65 
970,7/1/12,Major Market,Central,Leaves,Herbal Tea,Lemon,Colorado,Decaf,$30 ,$50 ,$0 ,$80 ,$39 ,517,$56 ,$36 ,1,($10),$95 ,$66 
720,7/1/12,Major Market,Central,Leaves,Herbal Tea,Mint,Colorado,Decaf,$40 ,$50 ,$20 ,$90 ,$47 ,420,$63 ,$15 ,1,$21 ,$110 ,$42 
970,7/1/12,Major Market,Central,Leaves,Tea,Darjeeling,Colorado,Regular,$40 ,$60 ,$20 ,$100 ,$51 ,419,$64 ,$19 ,1,$12 ,$115 ,$52 
720,7/1/12,Major Market,Central,Leaves,Tea,Earl Grey,Colorado,Regular,$40 ,$50 ,$20 ,$90 ,$50 ,"1,051",$59 ,$15 ,1,$23 ,$109 ,$36 
303,7/1/12,Major Market,Central,Leaves,Tea,Green Tea,Colorado,Regular,$30 ,$50 ,$30 ,$80 ,$41 ,592,$53 ,$13 ,1,$27 ,$94 ,$26 
303,7/1/12,Major Market,Central,Beans,Espresso,Caffe Mocha,Colorado,Regular,$100 ,$170 ,$140 ,$270 ,$94 ,608,$136 ,$26 ,1,$98 ,$230 ,$38 
303,7/1/12,Major Market,Central,Beans,Espresso,Decaf Espresso,Colorado,Decaf,$60 ,$90 ,$50 ,$150 ,$52 ,668,$79 ,$17 ,1,$31 ,$131 ,$48 
970,7/1/12,Major Market,Central,Beans,Coffee,Decaf Irish Cream,Colorado,Decaf,$130 ,$190 ,$150 ,$320 ,$127 ,"1,007",$185 ,$35 ,1,$139 ,$312 ,$46 
720,7/1/12,Major Market,Central,Beans,Coffee,Amaretto,Colorado,Regular,$110 ,$150 ,$120 ,$260 ,$104 ,952,$152 ,$29 ,1,$111 ,$256 ,$41 
970,7/1/12,Major Market,Central,Beans,Coffee,Colombian,Colorado,Regular,$90 ,$110 ,$80 ,$200 ,$87 ,564,$112 ,$28 ,1,$71 ,$199 ,$41 
312,7/1/12,Major Market,Central,Leaves,Herbal Tea,Chamomile,Illinois,Decaf,$80 ,$140 ,$120 ,$220 ,$104 ,952,$152 ,$29 ,1,$111 ,$256 ,$41 
312,7/1/12,Major Market,Central,Leaves,Herbal Tea,Lemon,Illinois,Decaf,$70 ,$100 ,$70 ,$170 ,$87 ,564,$112 ,$28 ,1,$72 ,$199 ,$40 
815,7/1/12,Major Market,Central,Leaves,Herbal Tea,Mint,Illinois,Decaf,$100 ,$170 ,$150 ,$270 ,$127 ,"1,007",$185 ,$35 ,1,$139 ,$312 ,$46 
